Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
11/23/2016,21:49:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,SB I-270 EXIT 6 W MONTGOMERY AVE,39.10405,-77.1814533333333,No,No,No,No,No,No,No,No,No,No,NY,02 - Automobile,2016.0,NISSAN,ROGUE,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,M,CHESTER,VA,VA,A - Marked Patrol,"(39.10405, -77.1814533333333)"
11/28/2016,23:17:00,MCP,"4th district, Wheaton",DRIVING UNSAFE VEH. ON HWY.,UNIVERSITY BLVD W/VEIRS MILL RD,39.0406883333333,-77.0540083333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,NISSAN,SENTRA,BLACK,Warning,22-101(a),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0406883333333, -77.0540083333333)"
10/15/2015,08:55:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ST. PAUL ST. @ PERRY AVE,39.0316266666667,-77.0694133333333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2010.0,BMW,K1300GT,RED,Citation,21-201(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0316266666667, -77.0694133333333)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,VIERS MILL RD/CONNECTICUT AVE,39.0514516666667,-77.074465,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYOTA,COROLLA,RED,Warning,23-104,Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0514516666667, -77.074465)"
11/30/2016,19:41:00,MCP,"3rd district, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,BRIGGS CHANEY / GREAT OAK LANE  WB,39.0903516666667,-76.9661083333333,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,INFINITI,2DR,BLACK,Warning,21-801.1,Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,E - Marked Stationary Radar,"(39.0903516666667, -76.9661083333333)"
11/28/2016,16:58:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,FENTON AT WAYNE,39.1493083333333,-77.23445,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,VOLVO,S80,WHITE,Warning,21-202(h1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1493083333333, -77.23445)"
11/27/2016,00:58:00,MCP,"1st district, Rockville",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,ROCKVILLE PIKE/CONRESSIONAL PIKE,39.065835,-77.1275483333333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2000.0,MERZ,4S,TAN,Warning,23-104,Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,"(39.065835, -77.1275483333333)"
11/26/2016,22:19:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AT HEATHFIELD,39.0873066666667,-77.0811816666667,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2013.0,GMC,TERRAIN,BLACK,Warning,13-409(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0873066666667, -77.0811816666667)"
07/03/2014,16:29:00,MCP,"1st district, Rockville",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,DARNESTOWN RD/WEST HUNTER LN,39.17113,-77.2155633333333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,ACUR,RDX,SILVER,Citation,21-402(a),Transportation Article,No,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.17113, -77.2155633333333)"
02/01/2012,07:54:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",GEORGIA AVE/EMORY LANE,39.12698525,-77.07216415,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,HONDA,CIVIC,SILVER,Citation,16-303(h),Transportation Article,No,BLACK,F,OLNEY,MD,MD,M - Marked (Off-Duty),"(39.12698525, -77.07216415)"
11/27/2016,00:01:00,MCP,"4th district, Wheaton",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,RANDOLPH @ GLENALLAN,39.06368,-77.0404033333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYOTA,CAMRY,GRAY,Warning,21-1104(c),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06368, -77.0404033333333)"
02/21/2013,21:55:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,ROUTE 29 / HILLWOOD DR,39.0321143833333,-77.0031286,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,TK,WHITE,Citation,16-303(c),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0321143833333, -77.0031286)"
11/26/2016,02:52:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",AUBURN AVE / OLD GEORGTOWN RD,38.9894683333333,-77.1015266666667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYT,TK RAV4,SILVER,Warning,22-201.1,Transportation Article,No,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol,"(38.9894683333333, -77.1015266666667)"
10/09/2015,16:56:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD @ SPRING ST,38.999315,-77.0260716666667,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2015.0,NISSAN,VERSA,BLACK,Citation,21-201(a1),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.999315, -77.0260716666667)"
02/02/2015,22:26:00,MCP,"6th district, Gaithersburg / Montgomery Village",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,CHRISTOPHER / N FREDERICK,39.1564883333333,-77.2153916666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,BMW,325I,WHITE,Citation,16-105(b1),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1564883333333, -77.2153916666667)"
11/29/2016,08:56:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,RT.  118 @ DAWSON FARM RD,39.17275,-77.27546,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,VOLV,S80,BLACK,Warning,21-801.1,Transportation Article,No,BLACK,F,CLARKSVILLE,MD,MD,G - Marked Moving Radar (Stationary),"(39.17275, -77.27546)"
01/19/2014,02:17:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,FAIRMONT AVE / OLD GEORGETOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HONDA,ACCORD,RED,Citation,21-902(b1),Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,
11/28/2016,22:15:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,PINEY BRANCH ROAD AND MANCHESTER ROAD,38.9971633333333,-77.00506,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2014.0,HONDA,ACCORD,"GREEN, LGT",Warning,13-411(d),Transportation Article,No,ASIAN,M,ARLINGTON,VA,VA,A - Marked Patrol,"(38.9971633333333, -77.00506)"
12/01/2016,14:58:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,W. DIAMOND AVE. / QUINCE ORCHARD RD.,39.1435316666667,-77.223505,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,CHEV,IMPALA,BLACK,Warning,22-406(i1),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1435316666667, -77.223505)"
11/24/2016,15:33:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,MONTGOMERY VILLAGE AVE/ RUSSELL AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,TOYOTA,CAMERY,BLUE,Warning,21-707(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
12/02/2015,01:14:00,MCP,"2nd district, Bethesda",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,WAYNE AVE/ DALE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,CAMRY,RED,Citation,16-101(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,
04/23/2015,20:47:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FREDERICK RD @ GUNNERS BRANCH RD,39.175815,-77.2385583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,HONDA,ODESSEY,RED,Citation,16-112(c),Transportation Article,No,HISPANIC,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.175815, -77.2385583333333)"
11/04/2012,01:14:00,MCP,"4th district, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,RANDOLPH RD @ SPRINGTREE DR,39.0583676,-77.0479825666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,FORD,TAURUS,WHITE,Citation,21-902(a2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0583676, -77.0479825666667)"
11/26/2016,22:41:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY & REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.,NB PINEY BRANCH RD @ BARRON STREET,38.9990966666667,-76.9971583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,HYUNDAI,4DR SONATA,,Warning,22-209(b),Transportation Article,No,HISPANIC,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(38.9990966666667, -76.9971583333333)"
11/25/2016,14:33:00,MCP,"3rd district, Silver Spring",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,SLIGO CREEK/RITCHIE AVE,38.99022,-77.0179333333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYT,RAV4,BLACK,Warning,13-411(c2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.99022, -77.0179333333333)"
11/26/2016,01:46:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60,SHADY GROVE ROAD/MIDCOUNTY HIGHWAY,39.14048,-77.1519483333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,NISSAN,SENTRA,WHITE,Warning,21-801(a),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.14048, -77.1519483333333)"
09/03/2012,00:45:00,MCP,"4th district, Wheaton",IMPROPER USE OF VEH. FOG LAMP,LAYHILL RD & BRIGGS RD,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001.0,FORD,TK EXPLPORER,WHITE,Citation,22-217(b),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,
11/30/2015,23:01:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",MONTGOMERY VILLAGE AVE @ LOST KNIFE RD,39.155165,-77.2084016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,RANGE ROVER,SPORT HSE,SILVER,Citation,16-303(h),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.155165, -77.2084016666667)"
11/23/2016,17:07:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,OLD GEORGETOWN @ TUCKERMAN LANE,39.0448283333333,-77.11837,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,HYUNDAI,4DR,SILVER,Warning,21-1124.2(d2),Transportation Article,No,OTHER,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0448283333333, -77.11837)"
09/15/2012,09:27:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,270N @ MONTROSE RD,39.0447048333333,-77.1491249166667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,1999.0,MITSUBISHI,MONTARO,"GREEN, DK",Citation,21-801.1,Transportation Article,No,WHITE,M,MIDDLEBURG,FL,FL,Q - Marked Laser,"(39.0447048333333, -77.1491249166667)"
11/23/2016,22:49:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,MIDDLEBROOK RD / OBSERVATION DR,39.1776133333333,-77.2435183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYT,TK,BLACK,Warning,16-112(c),Transportation Article,No,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1776133333333, -77.2435183333333)"
10/30/2013,23:55:00,MCP,"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",DARNESTOWN RD / MUDDY BRANCH,39.1032633333333,-77.2236083333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYT,SU,BLUE,Citation,16-303(h),Transportation Article,No,BLACK,M,DARNESTOWN,MD,MD,A - Marked Patrol,"(39.1032633333333, -77.2236083333333)"
11/28/2016,10:56:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,CONN AVE / ASPEN HILL RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,BMW,4S,BLUE,Warning,13-409(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,
09/29/2012,22:56:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,N 29 @ NORTHWEST DR,39.0374631,-76.9991293166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1993.0,CHEVY,4S,BLUE,Citation,16-303(f),Transportation Article,No,HISPANIC,M,WINDSOR MILL,MD,VA,A - Marked Patrol,"(39.0374631, -76.9991293166667)"
11/27/2016,02:18:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RANDOLPH RD/ VEIRS MILL RD,39.0575433333333,-77.0847083333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HOND,4S,BLACK,Warning,21-201(a1),Transportation Article,No,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0575433333333, -77.0847083333333)"
02/04/2015,12:30:00,MCP,"1st district, Rockville",DRIVER CHANGING LANES WHEN UNSAFE,I 270 SB @ FALLS RD,39.0743683333333,-77.166235,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,HOND,SU,BLUE,Citation,21-309(b),Transportation Article,No,BLACK,F,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol,"(39.0743683333333, -77.166235)"
11/26/2016,01:29:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,CLOPPER / FIRSTFIELD,39.145035,-77.22662,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,PONTIAC,GRAND AM,GREEN,Warning,16-112(c),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.145035, -77.22662)"
11/26/2016,08:53:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 62MPH,NORBECK RD / NORWOOD RD,39.1184366666667,-77.0222533333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,FORD,SU,GOLD,Warning,21-801(a),Transportation Article,No,BLACK,F,OLNEY,MD,MD,A - Marked Patrol,"(39.1184366666667, -77.0222533333333)"
11/29/2016,09:10:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,802 DALE DR,39.0040766666667,-77.021215,No,Yes,No,Yes,No,No,No,No,No,No,KY,02 - Automobile,2001.0,TOYOTA,CAMRY,GRAY,Warning,21-801(b),Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0040766666667, -77.021215)"
11/26/2016,19:20:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,ASPEN HILL @ CONNECTICUT,39.05823,-77.0483866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,CRV,BLUE,Warning,13-401(h),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05823, -77.0483866666667)"
11/23/2016,23:37:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 45,355 / PERRY PKWY,39.1459483333333,-77.204155,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,HONDA,CRV,MAROON,Warning,21-801(a),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1459483333333, -77.204155)"
06/02/2014,01:03:00,MCP,"4th district, Wheaton",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,GEORGIA AVE/ UNIVERSITY BLVD,39.058905,-77.0474716666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008.0,FORD,TRUCK,RED,Citation,21-901.1(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.058905, -77.0474716666667)"
08/08/2014,21:14:00,MCP,"1st district, Rockville","DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",DARNESTOWN RD @ EDISON PARK DR,39.111,-77.2393216666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,DODGE,CARIVAN,WHITE,Citation,16-303(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.111, -77.2393216666667)"
11/23/2016,20:32:00,MCP,"5th district, Germantown",DRIVER CHANGING LANES WHEN UNSAFE,FREDERICK ROAD @ GUNNERS BRANCH,39.178985,-77.2384866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYT,4S,SILVER,Warning,21-309(b),Transportation Article,No,OTHER,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.178985, -77.2384866666667)"
07/07/2014,01:38:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,CHERRY HILL RD / FDA BLVD,38.98731,-77.09537,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,DODGE,VAN,GREEN,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(38.98731, -77.09537)"
11/23/2016,23:42:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",UNIVERSITY BLVD E / BAYFIELD ST,38.995895,-76.9938516666667,No,Yes,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2003.0,FORD,VN E250,WHITE,Warning,22-201.1,Transportation Article,No,HISPANIC,M,TAKOMA PARK,MD,DC,A - Marked Patrol,"(38.995895, -76.9938516666667)"
12/01/2016,13:32:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WARFIELD RD @ DELTA DR,39.1949583333333,-77.1541916666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,VOLKSWAGON,JETTA,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,E - Marked Stationary Radar,"(39.1949583333333, -77.1541916666667)"
12/01/2016,10:22:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,DEAN RD/CONNECTICUT AVE,39.06249,-77.0734416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,TOYOTA,TACOMA,WHITE,Warning,21-801(a),Transportation Article,No,WHITE,M,WHEATON,MD,MD,A - Marked Patrol,"(39.06249, -77.0734416666667)"
11/26/2016,00:51:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,BONIFANT RD @ PEBBLESTONE DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,NISSAN,VERSA,BLACK,Warning,13-401(h),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,
11/27/2015,21:39:00,MCP,"5th district, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GERMANTOWN RD @ CLOPPER RD,39.1609283333333,-77.283615,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,CHEV,4S,GRAY,Citation,13-411(f),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1609283333333, -77.283615)"
09/22/2014,22:18:00,MCP,"1st district, Rockville",KNOWINGLY DRIVING UNINSURED VEHICLE,1319 ROCKVILLE PIKE,39.0688066666667,-77.130465,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,HYUNDAI,SONATA,SILVER,Citation,17-107,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0688066666667, -77.130465)"
01/20/2014,22:53:00,MCP,"2nd district, Bethesda",DISPLAY SUSPENDED LIC.,NORTHBOUND I-270 AT MONTROSE ROAD,39.0513533333333,-77.1520866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,INFI,4S,GREEN,Citation,16-301(e),Transportation Article,No,WHITE,M,MOUNT AIRY,MD,MD,A - Marked Patrol,"(39.0513533333333, -77.1520866666667)"
10/25/2013,13:04:00,MCP,"4th district, Wheaton",PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,CONNECTICUT AVE AT DEAN DRIVE,39.0726583333333,-77.0778333333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,COROLLA,GRAY,Citation,22-412.3(c2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0726583333333, -77.0778333333333)"
11/27/2016,21:33:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,FENTON ST AND BURLINGTON AVE,38.98713,-77.0221983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,TOYT,CAMRY,GREEN,Warning,13-410(e2),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.98713, -77.0221983333333)"
05/26/2012,03:03:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,RIDGE RD @ OBSERVATION DR,39.2008125166667,-77.2567480666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996.0,SATURN,4DR,RED,Citation,21-204(d),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.2008125166667, -77.2567480666667)"
11/28/2016,21:35:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,OBSERVATION DR @ OBSERVATION CT,39.1920233333333,-77.2482466666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,VW,JETTA,WHITE,Warning,21-707(a),Transportation Article,No,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1920233333333, -77.2482466666667)"
07/15/2013,18:41:00,MCP,"3rd district, Silver Spring","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",PARKING LOT OF 8895 TECH ROAD,39.0569866666667,-76.96712,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,FORD,EDGE,MAROON,Citation,21-1101(a),Transportation Article,No,BLACK,M,ELLICOTT CITY,MD,MD,A - Marked Patrol,"(39.0569866666667, -76.96712)"
11/28/2016,07:32:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,VIERS MILL ROAD @ SCHOOLHOUSE CIRCLE,39.0396283333333,-77.0543966666667,No,Yes,No,No,No,No,No,No,No,No,DC,02 - Automobile,2015.0,NISSAN,ROGUE,SILVER,Warning,21-801(a),Transportation Article,No,HISPANIC,F,WASHINGTON,DC,DC,Q - Marked Laser,"(39.0396283333333, -77.0543966666667)"
11/26/2016,22:47:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,VIERS MILL RD/ REEDIE DR,39.03709,-77.0511716666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,LEXS,TK,BLACK,Warning,21-202(h1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.03709, -77.0511716666667)"
